Wavelength (μm),Warm White 2200K,Warm White 3000K,Neutral White 4000K ,Cool White 5500K,Cool White 6500K,UVA (365 nm),Violet (385 nm),Violet (395 nm),Violet (405 nm),Deep Blue (436 nm),Royal Blue (453 nm),Dental Blue (460 nm),Cyan (500 nm),PC Lime,Green (517 nm),Amber (593 nm),PC Amber,Red (633 nm),Deep Red (660 nm),Far Red (740 nm),Infra Red (850 nm),Deep Infra Red (940 nm)
0.3,0.00E+00,4.22E-05,8.39E-05,4.15E-05,0,0.000186921,4.10E-04,2.93E-04,0.000293098,0.00027465,0.000274459,1.27E-04,0.000170145,6.39E-05,1.09E-05,8.19E-05,0,0.000153119,8.01E-05,0.00011246,0.00E+00,0
0.301,0,4.22E-05,-1.25E-05,-4.51E-06,0,0.000225358,0.000335194,0.00031233,0.00031233,0.00027465,0.000274459,0.000127325,1.37E-05,5.55E-05,8.49E-06,6.27E-05,0,0.000111047,6.30E-06,3.61E-05,0,0
0.302,0,4.22E-05,8.09E-05,7.98E-05,0,0.000211442,0.000280469,0.000301857,0.000301857,0.00027465,0.000274459,0.000127325,-0.000376834,6.28E-05,0.000106223,3.96E-05,0,7.45E-05,5.45E-05,-5.58E-05,0,0
0.303,0,4.22E-05,0.000131592,7.61E-05,0,0.000258085,0.000361558,0.000189642,0.000189642,0.00027465,0.000274459,0.000127325,-0.000176559,6.96E-05,9.56E-05,2.78E-05,0,6.33E-05,0.000111257,5.79E-06,0,0
0.304,0,4.22E-05,0.000106998,1.50E-05,0,0.00032702,0.000369694,0.000277828,0.000277828,0.00027465,0.000274459,0.000127325,-2.08E-05,5.04E-05,3.82E-05,2.59E-05,0,5.47E-05,4.04E-05,0.000120873,0,0
0.305,0,4.22E-05,4.43E-05,-6.11E-05,0,0.000308536,0.000347915,0.000409691,0.000409691,0.00027465,0.000274459,7.02E-05,-0.000152932,5.96E-05,5.74E-05,3.40E-05,0,0.000110763,3.50E-05,3.34E-05,0,0
0.306,0,4.22E-05,5.41E-05,-4.99E-05,0,0.000252231,0.000275324,0.000335194,0.000335194,0.00027465,0.000274459,7.15E-05,-0.000286044,5.71E-05,0.000156365,3.40E-05,0,0.000135345,4.53E-05,-7.34E-05,0,0
0.307,0,4.22E-05,9.25E-05,6.15E-05,0,0.000225959,0.0003049,0.000280469,0.000280469,0.00027465,0.000274459,0.000158688,-3.89E-05,6.63E-05,0.000128565,5.25E-05,0,9.97E-05,5.76E-05,-2.92E-06,0,0
0.308,0,4.22E-05,0.000120158,9.71E-05,0,0.000209301,0.000272547,0.000361558,0.000361558,0.00027465,0.000274459,0.000177431,0.000230151,9.67E-05,7.85E-05,8.75E-05,0,0.000122936,0.000152281,0.000166135,0,0
0.309,0,4.22E-05,0.000128637,-1.86E-05,0,0.000257296,0.000237284,0.000369694,0.000369694,0.00027465,0.000274459,0.000149998,2.00E-05,0.000102656,3.18E-05,4.69E-05,0,8.83E-05,8.74E-05,0.000243931,0,0
0.31,0,4.22E-05,4.20E-05,-4.37E-05,0,0.000237428,0.000373317,0.000347915,0.000347915,0.00027465,0.000274459,0.000117013,-0.000330216,1.00E-04,3.74E-05,-1.17E-05,0,5.71E-05,-4.34E-05,7.34E-05,0,0
0.311,0,3.86E-05,1.27E-05,7.90E-07,0,0.000207872,0.000264887,0.000275324,0.000275324,0.00027465,0.000274459,0.000144552,-0.000277146,9.91E-05,3.40E-06,-2.77E-05,0,8.52E-05,-0.000116834,4.08E-05,0,0
0.312,0,3.86E-05,2.56E-05,2.20E-05,0,0.000268299,0.000327681,0.0003049,0.0003049,0.00027465,0.000274459,0.00024615,-0.000311748,9.29E-05,-1.09E-05,1.49E-05,0,0.000119994,-2.17E-05,2.68E-05,0,0
0.313,0,3.86E-05,-6.52E-06,-1.14E-05,0,0.000288211,0.000404676,0.000272547,0.000272547,0.00027465,0.000274459,0.000220804,-5.17E-05,8.59E-05,5.11E-05,2.30E-05,0,5.36E-05,-2.77E-05,-1.86E-05,0,0
0.314,0,3.86E-05,-2.78E-05,-2.41E-05,0,0.000244623,0.00037066,0.000237284,0.000237284,0.00027465,0.000274459,0.000101369,0.000240074,8.03E-05,8.23E-05,-6.05E-06,0,3.14E-05,5.09E-05,-2.13E-05,0,0
0.315,0,3.86E-05,1.93E-05,4.12E-05,0,0.00029025,0.000441346,0.000373317,0.000293098,0.00027465,0.000274459,9.08E-05,9.62E-05,5.95E-05,0.000137629,5.57E-05,0,5.58E-05,7.83E-05,1.43E-05,0,0
0.316,0,3.86E-05,6.84E-05,0.000133668,0,0.000321797,0.000435539,0.000264887,0.00031233,0.00027465,0.000274459,0.00016342,-2.82E-05,6.51E-05,0.000101119,9.13E-05,0,0.000147847,9.14E-05,0.000126316,0,0
0.317,0,3.86E-05,3.56E-05,9.39E-05,0,0.000292082,0.000383426,0.000327681,0.000301857,0.00027465,0.000274459,0.00014765,0.000206867,7.15E-05,5.21E-05,6.64E-05,0,0.000133528,0.000114069,0.000118871,0,0
0.318,0,3.86E-05,1.53E-05,2.43E-05,0,0.00027702,0.000469794,0.000404676,0.000189642,0.00027465,0.000274459,6.89E-05,-5.26E-05,6.57E-05,1.62E-05,2.35E-05,0,3.08E-05,-5.40E-06,3.69E-06,0,0
0.319,0,3.86E-05,-2.99E-06,2.87E-05,0,0.000321858,0.000447286,0.00037066,0.000277828,0.00027465,0.000274459,9.50E-05,-0.000149555,6.36E-05,3.23E-05,-1.84E-05,0,4.46E-05,-3.88E-05,-8.72E-05,0,0
0.32,0,3.86E-05,2.60E-05,-1.57E-06,0,0.000327507,0.000364861,0.000441346,0.000409691,0.00027465,0.000274459,0.000175208,0.000181601,6.35E-05,7.00E-05,-1.90E-05,0,4.33E-05,4.56E-05,-3.16E-05,0,0
0.321,0,3.86E-05,3.29E-05,-9.22E-05,0,0.000278611,0.000440621,0.000435539,0.000335194,0.00027465,0.000274459,0.000184049,0.000158198,5.48E-05,7.17E-05,2.42E-06,0,1.14E-05,2.26E-05,-4.01E-05,0,0
0.322,0,3.86E-05,8.83E-05,2.70E-05,0,0.000276713,0.00040692,0.000383426,0.000280469,0.00027465,0.000274459,6.71E-05,-7.58E-05,4.43E-05,7.85E-05,5.14E-05,0,0.000118676,0.000140397,9.91E-05,0,0
0.323,0,3.86E-05,1.60E-05,-4.78E-05,0,0.000303867,0.000414542,0.000469794,0.000361558,0.00027465,0.000274459,6.60E-05,1.54E-05,5.44E-05,4.11E-05,8.22E-06,0,5.51E-05,0.000114991,7.54E-05,0,0
0.324,0,3.86E-05,6.03E-06,-7.84E-05,0,0.000354351,0.000464404,0.000447286,0.000369694,0.00027465,0.000274459,0.000136609,0.000207327,5.56E-05,2.59E-05,-1.04E-05,0,2.25E-05,-4.09E-06,1.48E-05,0,0
0.325,0,3.86E-05,2.74E-05,-3.87E-05,0,0.000377354,0.000463065,0.000364861,0.000347915,0.00027465,0.000274459,7.44E-05,-3.50E-06,4.49E-05,4.43E-05,3.48E-05,0,4.36E-05,4.84E-06,6.35E-05,0,0
0.326,0,3.86E-05,6.44E-05,-5.56E-06,0,0.000297576,0.00045189,0.000440621,0.000275324,0.00027465,0.000274459,0.000126829,1.40E-05,3.34E-05,4.63E-05,3.89E-05,0,0.000121009,6.51E-05,0.000159471,0,0
0.327,0,3.86E-05,0.000108516,0.000106841,0,0.000333079,0.000571103,0.00040692,0.0003049,0.00027465,0.000274459,8.20E-05,6.41E-06,3.00E-05,2.11E-05,6.62E-05,0,0.000131573,0.000153651,0.000217531,0,0
0.328,0,3.86E-05,9.55E-05,0.000114024,0,0.000329207,0.000513864,0.000414542,0.000272547,0.00027465,0.000274459,9.68E-05,-6.26E-05,3.19E-05,1.71E-06,5.00E-05,0,5.28E-05,0.000121462,0.000107809,0,0
0.329,0,3.86E-05,6.81E-05,-1.02E-05,0,0.000353613,0.00045935,0.000464404,0.000237284,0.00027465,0.000274459,9.36E-05,5.06E-05,3.98E-05,3.25E-05,2.94E-05,0,4.41E-05,7.21E-05,8.42E-05,0,0
0.33,0,3.86E-05,6.15E-05,3.80E-05,0,0.000398254,0.000514629,0.000463065,0.000373317,0.00027465,0.000274459,6.62E-05,0.000166028,3.38E-05,1.39E-05,2.32E-05,0,8.60E-05,0.000161029,0.000157731,0,0
0.331,0,3.86E-05,4.65E-05,4.05E-05,0,0.000419413,0.000558593,0.00045189,0.000264887,0.00027465,0.000274459,0.00012911,7.35E-05,2.58E-05,-6.26E-05,1.35E-05,0,9.20E-05,0.000120176,0.00012003,0,0
0.332,0,3.86E-05,5.01E-05,9.27E-05,0,0.000436314,0.000573233,0.000571103,0.000327681,0.00027465,0.000274459,0.000164575,5.35E-06,2.89E-05,-8.27E-05,4.24E-05,0,7.79E-05,0.000107975,9.34E-05,0,0
0.333,0,3.86E-05,7.79E-05,9.63E-05,0,0.000391009,0.0006209,0.000513864,0.000404676,0.00027465,0.000274459,0.000118186,-0.000128485,3.10E-05,-4.42E-05,3.65E-05,0,0.000127526,0.000182382,0.000133699,0,0
0.334,0,3.86E-05,4.37E-05,2.34E-06,0,0.000386318,0.000649467,0.00045935,0.00037066,0.00027465,0.000274459,0.000149336,-0.000249404,3.70E-05,-6.29E-05,1.39E-05,0,9.23E-05,0.000159585,0.000115116,0,0
0.335,0,3.86E-05,5.80E-05,1.87E-05,0,0.000424335,0.00064521,0.000514629,0.000441346,0.00027465,0.000274459,0.000166963,0.000135327,3.48E-05,-3.87E-05,2.29E-05,0,0.00013463,0.000139415,0.000178529,0,0
0.336,0,3.86E-05,8.97E-05,7.90E-05,0,0.000447223,0.000640531,0.000558593,0.000435539,0.00027465,0.000274459,0.000163982,-4.05E-06,3.25E-05,-3.90E-05,6.73E-05,0,0.000198563,0.000164447,0.000193226,0,0
0.337,0,3.86E-05,0.000137652,0.000116894,0,0.000468576,0.00069793,0.000573233,0.000383426,0.000188422,0.000274459,0.000156747,-3.01E-05,2.97E-05,4.90E-06,7.77E-05,0,0.000159797,0.000133441,0.000228856,0,0
0.338,0,3.86E-05,0.000101785,7.95E-05,0,0.000538321,0.000654618,0.0006209,0.000469794,0.000195934,0.000274459,0.000165263,-3.73E-05,2.61E-05,6.50E-05,4.75E-05,0,0.00013436,0.000104421,0.000197391,0,0
0.339,0,3.86E-05,8.78E-05,7.51E-05,0,0.000577653,0.000655824,0.000649467,0.000447286,0.000176331,0.000274459,0.000160876,0.000178538,1.99E-05,4.92E-05,7.08E-05,0,0.000140141,0.000122649,0.000166177,0,0
0.34,0,3.86E-05,6.76E-05,0.000107236,0,0.000566275,0.000641279,0.00064521,0.000364861,0.000108698,0.000274459,0.000166473,0.000312173,1.73E-05,2.89E-05,5.30E-05,0,8.65E-05,0.000141906,0.000121297,0,0
0.341,0,3.86E-05,6.82E-05,6.41E-05,0,0.000634379,0.000725214,0.000640531,0.000440621,8.87E-05,0.000274459,0.00018359,9.23E-05,2.22E-05,4.94E-05,3.24E-05,0,4.75E-05,0.000108098,0.00011919,0,0
0.342,0,3.86E-05,7.86E-05,9.31E-05,0,0.000676444,0.000834804,0.00069793,0.00040692,0.000189194,0.000274459,0.00013985,-3.25E-05,2.24E-05,9.77E-05,4.34E-05,0,8.71E-05,5.74E-05,0.000137896,0,0
0.343,0,3.86E-05,7.81E-05,8.65E-05,0,0.000678292,0.000795759,0.000654618,0.000414542,0.000208841,0.000274459,0.000162542,0.000247646,2.48E-05,0.000110598,3.36E-05,0,0.000134189,0.000120034,0.000145561,0,0
0.344,0,3.86E-05,8.65E-05,6.85E-05,0,0.000713376,0.000797719,0.000655824,0.000464404,0.000222544,0.000274459,0.000167876,-7.34E-06,2.66E-05,7.34E-05,4.60E-05,0,0.000142999,0.000113902,0.00015795,0,0
0.345,0,3.86E-05,0.000128866,8.09E-05,0,0.000814572,0.000858431,0.000641279,0.000463065,0.000215082,0.000274459,0.000178931,-2.00E-05,1.95E-05,3.38E-05,2.10E-05,0,0.000136741,0.000131855,0.000113893,0,0
0.346,0,3.86E-05,0.000142094,5.16E-05,0,0.00086312,0.000874821,0.000725214,0.00045189,0.000135125,0.000274459,0.000220424,-3.64E-05,2.09E-05,0.000119774,3.36E-06,0,9.56E-05,9.11E-05,9.57E-05,0,0
0.347,0,3.86E-05,0.000109708,3.21E-05,0,0.000886696,0.001055785,0.000834804,0.000571103,0.00019796,0.000274459,0.000142199,0.000116837,2.57E-05,5.90E-05,-5.89E-06,0,0.000160267,0.000111224,9.20E-05,0,0
0.348,0,3.86E-05,8.55E-05,0.000120497,0,0.000911595,0.001092091,0.000795759,0.000513864,0.000291917,0.000274459,0.000158642,9.29E-05,2.48E-05,1.10E-05,3.90E-05,0,0.000145049,0.000175413,7.61E-05,0,0
0.349,0,3.86E-05,6.89E-05,0.000154148,0,0.001003877,0.000969043,0.000797719,0.00045935,0.000238836,0.000274459,0.000191609,3.58E-05,2.38E-05,6.43E-05,6.48E-05,0,0.000112918,0.000191373,3.94E-05,0,0
0.35,-0.000146225,3.86E-05,6.66E-05,0.000103528,9.84E-05,0.00119951,0.000949338,0.000858431,0.000514629,0.000199842,0.000274459,0.000164959,0.00024514,2.66E-05,9.73E-05,2.79E-05,0,7.24E-05,5.29E-05,3.58E-05,0,0
0.351,4.67E-05,3.86E-05,0.000104656,0.000103194,0.000191814,0.001393126,0.000922441,0.000874821,0.000558593,0.000257621,0.000188291,0.000154033,5.04E-05,2.71E-05,9.70E-05,4.34E-05,0,0.000114099,7.82E-05,0.000121595,0,0
0.352,-0.00019718,3.86E-05,8.40E-05,9.91E-05,-5.58E-05,0.001525009,0.00105423,0.001055785,0.000573233,0.000263418,0.000195798,0.000181366,-4.66E-05,2.59E-05,3.59E-05,4.98E-05,0,8.38E-05,9.49E-05,0.000119533,0,0
0.353,-0.000261082,3.86E-05,9.92E-05,0.000108421,0.000166846,0.00193469,0.001212992,0.001092091,0.0006209,0.0002479,0.000176208,0.000174816,-7.97E-05,2.47E-05,3.40E-05,5.05E-05,0,9.72E-05,0.000163661,9.16E-05,0,0
0.354,-0.000359781,3.86E-05,0.000132027,0.000107849,0.000244953,0.002557161,0.001326028,0.000969043,0.000649467,0.000196176,0.000108623,0.000164221,-0.000276003,2.75E-05,8.51E-05,4.21E-05,0,9.66E-05,0.000141355,9.93E-05,0,0
0.355,-0.000302008,3.86E-05,6.39E-05,0.00010355,8.42E-05,0.003813008,0.0013404,0.000949338,0.00064521,0.00021725,8.87E-05,0.000208165,-0.000203175,2.47E-05,4.47E-05,3.29E-05,0,6.06E-05,0.000128757,5.28E-05,0,0
0.356,-0.000248947,3.86E-05,4.00E-05,0.000118649,-9.45E-05,0.006323623,0.001397891,0.000922441,0.000640531,0.000194198,0.000189063,0.000196083,-5.29E-05,2.03E-05,6.46E-06,3.92E-05,0,0.000125098,0.000166679,2.73E-05,0,0
0.357,-4.03E-05,3.86E-05,6.86E-05,0.000137831,8.19E-05,0.011446283,0.001515549,0.00105423,0.00069793,0.000169072,0.000208696,0.000182346,-4.51E-05,2.37E-05,3.22E-05,2.94E-05,0,0.000139773,0.00010048,4.74E-05,0,0
0.358,-6.13E-05,3.86E-05,9.59E-05,0.000145389,6.56E-05,0.019386456,0.001688116,0.001212992,0.000654618,0.000265999,0.000222389,0.000198209,2.58E-05,2.36E-05,2.01E-05,6.33E-05,0,7.20E-05,6.42E-05,2.19E-05,0,0
0.359,0.000153519,3.86E-05,0.000122975,0.000214238,0.000239072,0.032191542,0.001956539,0.001326028,0.000655824,0.00018874,0.000214932,0.000147824,-0.000143134,2.42E-05,-5.91E-06,4.32E-05,0,7.76E-05,0.000140137,0.00010402,0,0
0.36,0.000236692,3.86E-05,0.000126116,0.000149015,0.0004059,0.049087226,0.002365302,0.0013404,0.000641279,0.000233482,0.000135032,0.000150066,-0.000230277,2.95E-05,7.04E-05,9.53E-06,0,8.14E-05,0.000134266,0.000196183,0,0
0.361,9.86E-05,3.86E-05,9.49E-05,1.94E-05,0.000313026,0.07221285,0.002806817,0.001397891,0.000725214,0.000288343,0.000197823,0.000176021,-2.87E-05,2.86E-05,8.04E-05,1.24E-05,0,5.64E-05,0.000103316,0.000122627,0,0
0.362,-0.000247805,3.86E-05,5.88E-05,0.000122061,1.56E-05,0.101310874,0.003252046,0.001515549,0.000834804,0.000264106,0.000291714,0.000167431,9.88E-05,2.62E-05,5.24E-05,3.83E-05,0,4.36E-05,5.16E-05,6.95E-05,0,0
0.363,-0.000222527,3.86E-05,8.38E-05,6.31E-05,0.000115701,0.139724874,0.003793135,0.001688116,0.000795759,0.000314472,0.00023867,0.000191471,-4.05E-05,2.51E-05,7.04E-05,1.51E-05,0,3.71E-05,4.97E-05,-5.15E-06,0,0
0.364,-0.000412951,3.86E-05,0.000111248,8.80E-05,3.11E-05,0.184535585,0.00462592,0.001956539,0.000797719,0.000310334,0.000199704,0.000172027,0.000136936,2.35E-05,9.99E-06,7.78E-08,0,6.11E-05,8.93E-05,2.96E-05,0,0
0.365,-0.000501869,3.86E-05,8.93E-05,6.61E-05,-0.000121578,0.236461932,0.005732575,0.002365302,0.000858431,0.000273202,0.000257442,0.000114081,-7.77E-05,2.43E-05,3.28E-05,3.84E-06,0,5.35E-05,2.64E-05,7.52E-05,0,0
0.366,-0.00037524,3.86E-05,0.000127733,7.14E-05,-5.01E-05,0.289410858,0.006958082,0.002806817,0.000874821,0.000334742,0.000263235,0.000123697,-0.000410682,2.27E-05,7.89E-05,2.86E-05,0,5.27E-05,6.75E-06,4.28E-06,0,0
0.367,-7.04E-05,3.86E-05,0.000106061,7.40E-05,-0.00020034,0.339146323,0.008657234,0.003252046,0.001055785,0.000318704,0.000247727,0.000141074,-0.00016713,1.73E-05,6.68E-05,1.44E-05,0,7.36E-06,6.26E-06,-7.56E-06,0,0
0.368,0.000138751,3.86E-05,7.26E-05,2.96E-05,1.07E-05,0.382173517,0.010988659,0.003793135,0.001092091,0.000259974,0.00019604,0.000163223,0.000285862,1.79E-05,8.77E-05,-2.55E-05,0,1.49E-08,8.80E-06,5.93E-05,0,0
0.369,0.000292982,3.86E-05,2.03E-05,-2.07E-05,3.95E-05,0.403002442,0.013753013,0.00462592,0.000969043,0.000313955,0.000217099,0.000161081,0.000243165,2.07E-05,8.80E-05,-2.63E-05,0,2.44E-05,-2.72E-06,2.83E-06,0,0
0.37,0.000043867,3.86E-05,-3.59E-05,-1.90E-05,0.000282559,0.405136826,0.017243156,0.005732575,0.000949338,0.000289942,0.000194063,0.000171111,8.58E-05,2.12E-05,4.05E-05,-4.31E-05,0,4.89E-06,-8.15E-05,-0.000130232,0,0
0.371,0.000205334,3.86E-05,8.93E-06,0.000113684,1.03E-05,0.38331759,0.021509762,0.006958082,0.000922441,0.000295373,0.000168954,0.000150559,-9.97E-05,2.59E-05,2.59E-05,-6.02E-06,0,4.70E-06,-6.31E-05,-4.95E-05,0,0
0.372,-3.45E-05,3.86E-05,8.19E-05,0.000165477,0.000238497,0.343549145,0.026783592,0.008657234,0.00105423,0.000330901,0.000265815,0.000118028,-0.000146141,2.74E-05,2.95E-05,5.45E-05,0,4.74E-05,6.40E-05,4.23E-05,0,0
0.373,-0.000112112,3.86E-05,7.60E-05,0.000150304,7.40E-05,0.295423507,0.033986777,0.010988659,0.001212992,0.000329947,0.000188609,6.93E-05,7.32E-05,2.25E-05,-4.19E-05,4.44E-05,0,9.42E-05,7.97E-05,3.75E-05,0,0
0.374,-4.15E-05,3.86E-05,5.08E-05,7.84E-05,6.46E-05,0.248798849,0.042518424,0.013753013,0.001326028,0.000321985,0.00023332,6.22E-05,0.000167273,1.89E-05,-7.26E-05,3.12E-05,0,5.41E-05,7.51E-07,-3.24E-06,0,0
0.375,-0.000217634,3.86E-05,9.11E-06,3.13E-05,0.000211001,0.205806903,0.052959446,0.017243156,0.0013404,0.000406927,0.000288143,0.000124493,7.25E-05,1.67E-05,-4.73E-05,4.93E-07,0,-4.10E-05,-5.12E-05,-4.77E-05,0,0
0.376,-0.000101152,3.86E-05,-4.30E-05,6.57E-06,0.00012688,0.170353385,0.06554024,0.021509762,0.001397891,0.000366143,0.000263923,0.000139238,0.000234614,1.51E-05,4.15E-05,-1.27E-05,0,-5.05E-05,-7.83E-05,-2.65E-05,0,0
0.377,-0.000135862,3.86E-05,2.83E-05,5.50E-05,-1.07E-05,0.140825569,0.079650674,0.026783592,0.001515549,0.0003273,0.000314254,0.000165678,7.01E-05,1.61E-05,0.000115901,1.89E-05,0,2.49E-05,-3.34E-05,4.97E-05,0,0
0.378,0.000105212,3.86E-05,0.000119186,9.23E-05,0.000151689,0.117495044,0.096904856,0.033986777,0.001688116,0.000366688,0.000310119,0.0001435,-2.94E-05,2.20E-05,8.95E-05,2.95E-05,0,6.26E-05,4.63E-05,9.50E-05,0,0
0.379,4.86E-05,3.86E-05,8.30E-05,8.87E-05,0.000163159,0.097688773,0.116363834,0.042518424,0.001956539,0.000398014,0.000273013,8.34E-05,-8.30E-05,2.76E-05,4.62E-05,1.85E-05,0,6.43E-05,1.71E-05,9.77E-07,0,0
0.38,0.000169695,3.86E-05,2.58E-05,6.59E-05,6.30E-05,0.081931032,0.139123855,0.052959446,0.002365302,0.000408445,0.00033451,5.46E-05,-0.00010103,2.33E-05,1.74E-05,1.61E-05,0,3.97E-05,-2.48E-05,-4.26E-05,0,0
0.381,0.000206276,3.86E-05,2.18E-05,-1.03E-05,-3.75E-05,0.068190551,0.164058312,0.06554024,0.002806817,0.000442409,0.000318483,0.000103478,0.000123023,2.26E-05,-3.04E-05,4.15E-06,0,-3.50E-05,-3.76E-05,-6.01E-05,0,0
0.382,-3.70E-05,3.86E-05,7.09E-05,2.09E-05,-9.82E-05,0.057107687,0.18995972,0.079650674,0.003252046,0.000462764,0.000259794,0.000193371,0.000212905,2.34E-05,-5.86E-05,2.17E-05,0,3.08E-06,8.72E-06,-2.97E-05,0,0
0.383,2.08E-05,3.86E-05,5.62E-05,4.50E-05,0.000114101,0.047718532,0.216059323,0.096904856,0.003793135,0.000459731,0.000313737,0.000174322,-2.56E-05,2.05E-05,-1.78E-05,-9.72E-06,0,-6.68E-06,3.23E-05,-6.95E-05,0,0
0.384,-0.000122715,3.86E-05,-2.97E-06,-5.99E-06,-8.20E-05,0.040274768,0.24208543,0.116363834,0.00462592,0.000456397,0.000289741,0.000115002,-0.000147315,2.19E-05,1.81E-05,-3.15E-05,0,-7.10E-05,-4.80E-05,-9.16E-05,0,0
0.385,-3.61E-05,3.86E-05,1.79E-05,-2.51E-05,2.08E-05,0.033985138,0.266285979,0.139123855,0.005732575,0.000497295,0.000295168,0.000108903,-0.000119477,2.38E-05,8.06E-05,-1.58E-05,0,-8.77E-06,-2.89E-05,-3.89E-05,0,0
0.386,-8.33E-05,3.86E-05,4.45E-05,6.16E-07,-0.00011316,0.028849402,0.284413462,0.164058312,0.006958082,0.000466434,0.000330671,0.000124542,-1.13E-05,2.56E-05,6.09E-05,5.68E-07,0,3.20E-05,-1.11E-05,-7.66E-06,0,0
0.387,9.86E-05,3.86E-05,1.64E-05,-1.68E-05,8.68E-05,0.02480412,0.297207461,0.18995972,0.008657234,0.000467294,0.000329718,0.000112758,1.72E-05,2.84E-05,5.30E-07,-1.82E-05,0,-1.61E-05,-8.67E-05,-1.42E-05,0,0
0.388,9.04E-06,3.86E-05,9.58E-05,6.14E-05,4.67E-05,0.021619945,0.297983671,0.216059323,0.010988659,0.00045693,0.000321761,6.42E-05,1.20E-05,2.63E-05,1.39E-05,2.54E-05,0,2.06E-05,3.57E-05,9.73E-05,0,0
0.389,6.54E-05,3.86E-05,7.52E-05,2.75E-05,0.000162411,0.018866165,0.291705954,0.24208543,0.013753013,0.000516736,0.000406645,8.85E-05,1.47E-05,2.26E-05,1.45E-05,1.08E-05,0,1.17E-05,1.06E-05,2.12E-05,0,0
0.39,3.86E-05,3.86E-05,5.55E-06,8.25E-06,0.000104097,0.016319998,0.275458397,0.266285979,0.017243156,0.000594822,0.000365889,0.000133008,9.44E-05,2.10E-05,1.73E-05,-1.19E-06,0,1.11E-05,-3.63E-05,-4.91E-05,0,0
0.391,2.48E-05,3.86E-05,2.28E-05,1.80E-05,0.00027051,0.014255434,0.254265955,0.284413462,0.021509762,0.000567001,0.000327073,0.000114082,1.56E-05,1.97E-05,3.02E-05,3.80E-05,0,2.66E-05,1.48E-05,4.17E-05,0,0
0.392,-0.000193056,3.86E-05,8.69E-05,-2.47E-05,0.000188943,0.01236158,0.227628814,0.297207461,0.026783592,0.000568398,0.000366433,0.000159526,0.000180374,2.04E-05,-4.62E-06,4.86E-05,0,2.79E-05,4.35E-05,2.39E-05,0,0
0.393,5.92E-05,3.86E-05,7.88E-05,-4.50E-05,0.000196615,0.010791206,0.199369074,0.297983671,0.033986777,0.000611657,0.000397737,0.000114336,0.000169403,2.72E-05,2.17E-05,3.26E-05,0,-2.49E-07,-1.39E-05,-7.45E-05,0,0
0.394,-5.92E-05,3.86E-05,4.59E-05,-1.36E-05,0.000111634,0.009308323,0.172491823,0.291705954,0.042518424,0.000623335,0.000408162,9.11E-05,0.000198519,3.37E-05,4.03E-05,1.79E-05,0,2.54E-05,-7.47E-06,-1.05E-05,0,0
0.395,-8.83E-05,3.86E-05,8.69E-06,-3.56E-05,6.45E-05,0.007926454,0.148601638,0.275458397,0.052959446,0.000752277,0.000442102,0.000176867,0.000319089,3.18E-05,2.56E-05,-1.01E-05,0,9.83E-07,8.20E-07,-3.26E-05,0,0
0.396,-5.59E-05,3.86E-05,2.66E-05,9.13E-06,-3.97E-05,0.006893846,0.12783693,0.254265955,0.06554024,0.000778146,0.000462443,0.000181538,0.000194746,3.17E-05,4.74E-05,1.82E-07,0,1.76E-06,2.05E-05,1.08E-05,0,0
0.397,-3.26E-05,3.86E-05,7.81E-05,5.45E-05,0.000135174,0.006017208,0.110628126,0.227628814,0.079650674,0.000690471,0.000459412,0.00012138,5.13E-05,3.23E-05,6.20E-05,3.27E-05,0,2.75E-05,5.39E-05,7.55E-05,0,0
0.398,-1.63E-05,3.86E-05,7.49E-05,1.12E-05,0.000110353,0.00528416,0.095864657,0.199369074,0.096904856,0.000676431,0.00045608,0.00012767,-7.07E-05,3.47E-05,9.72E-06,2.38E-05,0,2.46E-05,5.85E-05,1.18E-05,0,0
0.399,1.17E-05,3.86E-05,7.63E-05,8.03E-05,8.78E-05,0.004597767,0.083877076,0.172491823,0.116363834,0.000657266,0.00049695,0.000134639,4.90E-05,3.74E-05,3.21E-05,3.01E-05,0,5.23E-05,5.95E-05,9.93E-06,0,0
0.4,-7.18E-05,3.86E-05,0.000101338,0.000124673,0.000204685,0.003960709,0.073301233,0.148601638,0.139123855,0.00075117,0.00046611,0.000154729,0.000123361,4.18E-05,4.54E-05,3.83E-05,0,7.29E-05,5.32E-05,3.08E-05,0,0
0.401,-2.05E-05,3.86E-05,7.35E-05,6.81E-05,0.000229763,0.003524681,0.064368879,0.12783693,0.164058312,0.000864291,0.000466969,0.000147601,3.65E-05,5.00E-05,3.04E-05,2.36E-05,0,2.78E-05,6.22E-06,-3.01E-05,0,0
0.402,0.000015643,3.86E-05,8.04E-05,4.03E-05,0.000210793,0.003052829,0.056036542,0.110628126,0.18995972,0.000944833,0.000456613,0.000146277,0.000220864,6.01E-05,8.48E-05,5.01E-05,0,6.48E-05,4.83E-05,3.43E-05,0,0
0.403,6.53E-05,3.86E-05,0.000116843,6.03E-05,0.000120172,0.002718981,0.048865639,0.095864657,0.216059323,0.000955074,0.000516377,0.000167598,0.000182272,6.54E-05,0.000110884,7.68E-05,0,6.14E-05,6.76E-05,0.000116193,0,0
0.404,0.000117147,3.86E-05,0.000132107,5.62E-05,0.000297337,0.002467253,0.042288351,0.083877076,0.24208543,0.000996038,0.000594409,0.000170706,2.80E-06,7.55E-05,7.75E-05,6.36E-05,0,3.15E-05,8.00E-05,8.86E-05,0,0
