Wavelength (μm),Warm White 2200K,Warm White 3000K,Neutral White 4000K ,Cool White 5500K,Cool White 6500K,UVA (365 nm),Violet (385 nm),Violet (395 nm),Violet (405 nm),Deep Blue (436 nm),Royal Blue (453 nm),Dental Blue (460 nm),Cyan (500 nm),PC Lime,Green (517 nm),Amber (593 nm),PC Amber,Red (633 nm),Deep Red (660 nm),Far Red (740 nm),Infra Red (850 nm),Deep Infra Red (940 nm)
0.669,0.00586039,0.010602008,0.004726978,0.003910815,0.003278605,5.27E-05,0.000238133,0.000193788,7.98E-05,3.34E-05,8.48E-05,4.97E-05,-7.51E-05,0.003369607,-1.11E-05,4.29E-05,0.001487018,0.00049504,0.04383717,0.001102055,0,0
0.67,0.005765264,0.010390021,0.004621995,0.00383185,0.003207816,2.96E-05,0.000163093,0.00017195,7.37E-05,4.32E-05,3.17E-05,5.92E-05,-0.000119763,0.003275573,-2.22E-05,3.11E-05,0.001419683,0.000440756,0.03651781,0.001191121,0,0
0.671,0.005638633,0.010332176,0.004521337,0.003784715,0.003171559,-1.45E-05,0.000104965,0.000160609,0.000137197,6.24E-05,7.98E-05,8.21E-05,-5.65E-05,0.003184558,-2.28E-05,6.22E-05,0.001339634,0.000431377,0.030273251,0.001338674,0,0
0.672,0.005529586,0.010093853,0.004345278,0.003752961,0.003074909,2.40E-05,0.000118202,9.54E-05,0.00019818,5.07E-05,5.24E-05,0.00012387,5.24E-05,0.003086493,1.76E-06,6.93E-05,0.001338062,0.000389795,0.025420227,0.00150195,0,0
0.673,0.005437901,0.010039454,0.004236765,0.003703308,0.002983812,5.80E-05,0.000207715,0.000106987,8.79E-05,6.80E-05,4.94E-05,0.000105065,0.000209634,0.002990823,4.51E-05,9.24E-05,0.001281121,0.00037521,0.021259486,0.00162013,0,0
0.674,0.005306567,0.009736822,0.004156815,0.003450049,0.002919611,3.89E-05,0.000249782,0.000238133,8.92E-05,8.17E-05,3.39E-05,7.24E-05,0.000194967,0.002909814,3.53E-05,4.18E-05,0.001254173,0.00029631,0.017828785,0.001678026,0,0
0.675,0.005279337,0.009615424,0.00408704,0.003379265,0.002853588,3.24E-05,0.00012915,0.000163093,0.000146681,9.73E-05,4.46E-05,9.05E-05,0.000100374,0.002831068,5.89E-05,2.35E-05,0.001230169,0.000279649,0.014747259,0.001841305,0,0
0.676,0.005114003,0.009363062,0.00396473,0.003364015,0.002788271,1.12E-05,0.000161406,0.000104965,0.000155258,5.53E-05,7.76E-05,9.88E-05,-4.58E-05,0.002742104,4.31E-05,6.27E-05,0.001169808,0.000314898,0.01241335,0.001944068,0,0
0.677,0.00499861,0.009254309,0.00384885,0.003276187,0.002758743,3.42E-05,0.000193167,0.000118202,0.000155949,6.64E-05,6.81E-05,0.000101478,-3.39E-05,0.002670808,4.72E-05,4.59E-05,0.001147524,0.000261715,0.010376391,0.002035837,0,0
0.678,0.004866993,0.008989582,0.003814348,0.003294316,0.002647448,5.08E-05,0.000183423,0.000207715,0.00021025,4.48E-05,7.42E-05,6.18E-05,6.48E-05,0.002616337,-4.65E-06,4.58E-05,0.001116637,0.000241208,0.008765229,0.002280687,0,0
0.679,0.004687471,0.008763718,0.003744125,0.003186087,0.002508909,5.74E-05,0.000149266,0.000249782,0.000205848,5.70E-05,7.22E-05,6.81E-05,0.000148198,0.002541975,2.77E-05,5.28E-05,0.001079356,0.000231277,0.007513658,0.002398944,0,0
0.68,0.004612581,0.008649123,0.003639505,0.003117253,0.002521105,5.79E-05,0.000202344,0.00012915,0.000175566,5.91E-05,3.74E-05,0.000111076,1.58E-05,0.002464724,-1.49E-05,4.86E-05,0.001042946,0.000269563,0.006354024,0.0026836,0,0
0.681,0.004503124,0.008432202,0.003609709,0.003101537,0.002409253,1.55E-05,0.000218078,0.000161406,0.000223658,6.38E-05,6.67E-05,8.94E-05,6.82E-05,0.002398064,4.40E-05,6.20E-05,0.000991787,0.000275439,0.005426036,0.002882955,0,0
0.682,0.004428311,0.008362927,0.003433594,0.002996814,0.002370213,9.18E-06,0.000110384,0.000193167,0.000100688,8.59E-05,0.000101941,7.68E-05,0.00037379,0.002325503,2.65E-05,4.71E-05,0.000953812,0.000175455,0.004537608,0.002983652,0,0
0.683,0.004359015,0.008183694,0.003365,0.00284774,0.002282125,2.09E-05,6.10E-05,0.000183423,8.85E-05,6.44E-05,3.34E-05,6.73E-05,0.000232243,0.002267275,3.97E-06,4.37E-05,0.000918407,0.000151316,0.00388345,0.003166642,0,0
0.684,0.004224572,0.008044475,0.003248263,0.002759916,0.002282494,2.08E-06,0.000201264,0.000149266,0.000193788,9.64E-05,4.32E-05,8.94E-05,0.000162184,0.002200755,3.46E-05,2.01E-05,0.000899926,0.000148151,0.003358348,0.003423618,0,0
0.685,0.004108829,0.007800897,0.003245682,0.00276044,0.002205986,2.68E-05,4.93E-05,0.000202344,0.00017195,0.000121709,6.24E-05,0.000103776,7.82E-05,0.002134834,6.45E-07,4.77E-05,0.000888198,0.000161692,0.002998888,0.003719115,0,0
0.686,0.004016329,0.00768079,0.003228904,0.002745126,0.002177381,2.15E-05,7.00E-05,0.000218078,0.000160609,7.07E-05,5.07E-05,7.81E-05,9.08E-05,0.002072842,-2.42E-05,6.64E-05,0.000862578,0.000233918,0.002641313,0.003938609,0,0
0.687,0.003959477,0.00750733,0.003096717,0.002652164,0.002039679,6.94E-06,0.000128718,0.000110384,9.54E-05,8.75E-05,6.79E-05,0.000100011,-7.03E-05,0.002014129,3.12E-06,5.74E-05,0.000821237,0.000192358,0.002298812,0.004221353,0,0
0.688,0.003879442,0.007406777,0.003075123,0.00268054,0.0020651,6.88E-06,0.000103705,6.10E-05,0.000106987,7.72E-05,8.16E-05,9.35E-05,-0.000260518,0.001963999,3.40E-06,0.000115838,0.000801333,0.00020797,0.002038244,0.004629536,0,0
0.689,0.003750432,0.007191353,0.003026997,0.002574869,0.00202635,-1.00E-05,9.09E-05,0.000201264,0.000238133,9.37E-05,9.72E-05,8.50E-05,-5.13E-05,0.001910081,-6.44E-06,8.40E-05,0.000740447,0.00018409,0.001791345,0.004903895,0,0
0.69,0.003696149,0.006999698,0.002976995,0.002572822,0.001980925,2.42E-06,0.000113715,4.93E-05,0.000163093,7.01E-05,5.52E-05,0.000105555,0.000214626,0.001863142,1.76E-05,5.15E-05,0.000725376,0.000148645,0.001648945,0.00518468,0,0
0.691,0.003563797,0.006856138,0.002893549,0.002442272,0.001933031,2.15E-05,0.000121048,7.00E-05,0.000104965,6.80E-05,6.64E-05,9.01E-05,0.000118889,0.001810872,-1.03E-05,4.91E-05,0.000686315,0.00012473,0.001416313,0.005441202,0,0
0.692,0.00355142,0.006666888,0.002787965,0.002270445,0.001871126,2.72E-05,0.000139332,0.000128718,0.000118202,0.00010017,4.48E-05,0.000154849,0.000136952,0.001749729,-5.28E-05,5.96E-05,0.000690602,0.000182149,0.001262335,0.005966283,0,0
0.693,0.003460904,0.006541498,0.002711173,0.002249357,0.001826478,3.48E-05,-7.44E-06,0.000103705,0.000207715,0.000119846,5.70E-05,0.000177654,0.000182174,0.001693793,8.50E-06,7.65E-05,0.00066787,0.000190312,0.001163937,0.006467766,0,0
0.694,0.003308546,0.006369899,0.002672005,0.002234663,0.001794219,2.51E-05,0.000217627,9.09E-05,0.000249782,0.000141061,5.90E-05,0.000174029,0.000134005,0.001648052,1.03E-05,6.11E-05,0.000645169,0.000166197,0.000991924,0.006724602,0,0
0.695,0.003258142,0.006244689,0.002589529,0.002204217,0.001737386,-1.02E-05,0.000170437,0.000113715,0.00012915,0.000112748,6.38E-05,0.000109994,8.07E-05,0.001598371,-2.41E-05,2.72E-05,0.000633062,9.69E-05,0.0008325,0.007045,0,0
0.696,0.003170578,0.00606909,0.002544195,0.002080052,0.001707499,-2.38E-05,1.75E-05,0.000121048,0.000161406,0.00012979,8.58E-05,9.14E-05,8.18E-05,0.001547995,-1.49E-05,5.55E-05,0.000601418,0.000160395,0.000787431,0.007695833,0,0
0.697,0.003113222,0.005995971,0.002424473,0.001979253,0.001631451,-2.68E-05,6.32E-05,0.000139332,0.000193167,5.69E-05,6.43E-05,0.000122792,0.000159884,0.00150491,-1.90E-06,2.72E-05,0.000570628,0.000111093,0.000681716,0.008313833,0,0
0.698,0.003021018,0.005808203,0.002386918,0.002014373,0.001582223,-7.96E-06,8.34E-05,-7.44E-06,0.000183423,5.25E-05,9.64E-05,9.72E-05,5.10E-05,0.001462827,-5.38E-05,7.43E-06,0.0005495,8.72E-05,0.000571957,0.009099846,0,0
0.699,0.002920273,0.005682868,0.002353188,0.001944909,0.001535043,1.87E-05,1.24E-05,0.000217627,0.000149266,9.78E-05,0.000121625,4.71E-05,-8.98E-05,0.001426509,-4.05E-05,3.90E-05,0.000542708,0.0001104,0.000536341,0.009891225,0,0
0.7,0.00287709,0.005519192,0.00234581,0.001915616,0.00151277,8.38E-06,2.81E-06,0.000170437,0.000202344,0.000141209,7.07E-05,9.18E-05,3.49E-05,0.00139041,5.07E-06,7.55E-05,0.000502172,0.000178041,0.000548009,0.010677936,-3.87E-05,-4.46858E-05
0.701,0.002765373,0.005346892,0.002238777,0.001921033,0.001497706,2.99E-07,2.81E-06,1.75E-05,0.000218078,6.26E-05,8.75E-05,9.46E-05,3.67E-05,0.001347748,-2.91E-05,7.18E-05,0.000499084,0.000163173,0.000486566,0.01151607,-2.91E-05,-1.49508E-05
0.702,0.002743154,0.005241955,0.002134031,0.001829203,0.0014251,2.58E-05,4.10E-05,6.32E-05,0.000110384,6.36E-05,7.71E-05,4.85E-05,-2.87E-06,0.001313219,2.62E-05,2.74E-05,0.000469831,9.37E-05,0.000455281,0.012508506,-2.34E-05,-5.10746E-05
0.703,0.002621328,0.005098524,0.002078011,0.001736075,0.00138901,-7.41E-06,9.23E-05,8.34E-05,6.10E-05,0.000104515,9.37E-05,2.86E-05,3.14E-05,0.001275411,-2.24E-05,1.81E-05,0.000475169,2.51E-05,0.000391437,0.013380076,-3.14E-05,-4.84176E-05
0.704,0.002537342,0.005009361,0.002101773,0.001760674,0.001430606,1.08E-05,0.000104808,1.24E-05,0.000201264,0.000110626,7.01E-05,7.35E-05,0.00011713,0.001235512,5.13E-05,5.61E-05,0.000448153,6.54E-05,0.000378742,0.014572917,-1.58E-05,-2.43314E-05
0.705,0.002550217,0.004844515,0.002001172,0.00162069,0.001356692,1.25E-05,0.000155058,2.81E-06,4.93E-05,0.000111118,6.80E-05,5.46E-05,4.22E-06,0.001203883,6.91E-05,4.02E-05,0.00043155,2.14E-05,0.000361774,0.015771568,-2.38E-05,-5.19044E-05
0.706,0.002446159,0.004688512,0.002052594,0.001629435,0.001344992,-2.06E-05,6.17E-05,2.81E-06,7.00E-05,0.000149809,0.000100101,6.75E-05,-5.80E-05,0.001172093,4.13E-05,7.57E-05,0.000405661,9.18E-05,0.00041522,0.017308025,-2.59E-05,-7.04877E-05
0.707,0.002409741,0.004582804,0.001865314,0.001605576,0.001285763,2.46E-05,-3.22E-05,4.10E-05,0.000128718,0.000146672,0.000119763,8.08E-05,0.00011815,0.001130759,-1.78E-06,4.18E-05,0.000418301,6.45E-05,0.000296292,0.018673418,-2.21E-05,-3.3995E-05
0.708,0.00236198,0.004428777,0.001728786,0.001506473,0.001236112,4.50E-05,-4.40E-05,9.23E-05,0.000103705,0.000125096,0.000140963,8.53E-05,0.000296515,0.001095535,-4.95E-05,2.21E-05,0.000397343,-1.43E-06,0.000205199,0.020190077,-2.42E-05,-5.27049E-05
0.709,0.002268349,0.004388047,0.001807408,0.00145972,0.00120786,3.15E-05,1.49E-05,0.000104808,9.09E-05,0.000159363,0.00011267,5.47E-05,0.000174888,0.001065765,4.45E-05,4.25E-05,0.000401893,6.88E-05,0.000206951,0.021823716,-8.09E-06,-1.24556E-05
0.71,0.002225594,0.004225335,0.001754605,0.001414855,0.001197809,2.00E-05,3.81E-05,0.000155058,0.000113715,7.17E-05,0.0001297,0.000123085,0.000117478,0.001035657,6.93E-05,4.06E-05,0.000400421,8.01E-05,0.000240344,0.023503756,-1.01E-05,-3.12429E-05
0.711,0.002202184,0.004161583,0.001686648,0.001410336,0.001160542,-8.92E-06,7.52E-05,6.17E-05,0.000121048,6.31E-05,5.69E-05,9.59E-05,0.000135481,0.001010637,4.82E-05,5.90E-05,0.00036595,7.48E-05,0.000241136,0.025536879,-2.46E-05,-5.36199E-05
0.712,0.002105106,0.003973673,0.001641217,0.001333969,0.001129773,2.52E-05,0.00012082,-3.22E-05,0.000139332,0.000138079,5.25E-05,5.12E-05,-2.90E-05,0.000984759,5.13E-05,7.52E-05,0.000336302,6.49E-05,0.000174786,0.027568491,-1.44E-05,-3.80013E-05
0.713,0.002095282,0.003892553,0.001619678,0.001315966,0.001066329,2.76E-05,5.68E-05,-4.40E-05,-7.44E-06,0.00012252,9.77E-05,6.30E-05,-3.88E-05,0.000952773,9.21E-05,6.02E-05,0.000316523,7.55E-05,0.000158795,0.029523871,-4.12E-06,-3.80988E-05
0.714,0.001978989,0.003813241,0.001595697,0.001283988,0.001095075,2.71E-06,4.52E-05,1.49E-05,0.000217627,0.000114438,0.000141111,7.91E-05,0.000343687,0.000914839,4.73E-05,7.05E-05,0.000326454,0.000119767,0.000137509,0.031859889,-6.26E-06,-2.56842E-05
0.715,0.00190178,0.003758404,0.001565091,0.00129025,0.001074689,2.13E-05,0.000115537,3.81E-05,0.000170437,6.79E-05,6.26E-05,8.57E-05,0.00021613,0.000889458,5.39E-06,8.62E-05,0.000312094,0.000154246,0.0001988,0.034212344,-1.46E-05,-3.86516E-05
0.716,0.001846922,0.003618386,0.00151522,0.001217733,0.001041639,1.69E-05,0.00010339,7.52E-05,1.75E-05,7.62E-05,6.35E-05,8.14E-05,-0.00012617,0.000869191,1.05E-05,7.70E-05,0.000286035,0.000117155,0.00021995,0.036353266,2.11E-06,-4.53896E-05
0.717,0.00177015,0.00348221,0.001492019,0.001231556,0.001000526,-4.95E-07,6.80E-05,0.00012082,6.32E-05,0.000169677,0.000104442,5.69E-05,0.000119823,0.000843484,7.74E-05,0.000103321,0.000282348,0.000105025,0.000218113,0.03898334,-6.36E-06,-2.61097E-05
0.718,0.001842969,0.003435371,0.001388023,0.001144825,0.000965945,6.06E-05,6.88E-05,5.68E-05,8.34E-05,0.000116208,0.000110549,4.63E-05,0.000223769,0.000820211,6.25E-05,6.78E-05,0.000290432,7.59E-05,0.000175687,0.041451659,-2.14E-05,-3.30266E-05
0.719,0.001765863,0.003319968,0.001350044,0.001089717,0.000906982,6.73E-05,4.86E-05,4.52E-05,1.24E-05,7.48E-05,0.000111041,7.41E-05,0.000234404,0.000795774,0.000116305,7.62E-05,0.000263027,6.27E-05,0.0001658,0.043716789,-1.51E-05,-6.66065E-06
0.72,0.001743037,0.003274133,0.00128038,0.001022964,0.000947996,3.04E-05,0.000152468,0.000115537,2.81E-06,8.42E-05,0.000149705,7.28E-05,-9.21E-05,0.000775343,7.72E-05,5.59E-05,0.000239248,3.17E-05,8.28E-05,0.045797881,1.31E-05,-3.01484E-05
0.721,0.001609637,0.00314856,0.001275632,0.001014985,0.000909135,5.03E-06,0.000126874,0.00010339,2.81E-06,0.000148003,0.000146571,0.000111328,5.78E-05,0.000756787,3.41E-05,5.01E-05,0.000266743,2.73E-05,0.000117084,0.047850584,-2.19E-06,-3.70806E-05
0.722,0.001579991,0.003074958,0.001238829,0.001024622,0.000916226,7.12E-06,7.90E-05,6.80E-05,4.10E-05,0.000177977,0.000125009,0.000100075,7.20E-05,0.000737581,5.29E-05,3.97E-05,0.000239793,6.85E-06,0.000106432,0.050056766,2.21E-06,-4.76289E-05
0.723,0.00151849,0.002963383,0.001182046,0.001006501,0.00085794,1.64E-05,6.73E-05,6.88E-05,9.23E-05,9.20E-05,0.000159252,8.95E-05,-0.000158077,0.000714722,8.48E-05,9.41E-08,0.000235745,3.01E-05,0.000108236,0.052179291,2.22E-06,-6.4988E-05
0.724,0.001474972,0.00293491,0.00118405,0.00096763,0.000863884,-7.75E-06,-2.36E-06,4.86E-05,0.000104808,0.000115006,7.17E-05,4.80E-05,-0.000137566,0.000687677,2.86E-05,2.08E-05,0.000237641,0.000107029,0.00012683,0.054175117,-1.56E-05,-4.13089E-05
0.725,0.001478998,0.002832681,0.001093924,0.000909524,0.000783871,1.09E-05,6.56E-05,0.000152468,0.000155058,0.000137637,6.31E-05,2.75E-05,5.70E-05,0.000672148,-6.80E-06,1.50E-05,0.000217755,6.76E-05,7.42E-05,0.056154102,-8.13E-14,-5.17302E-05
0.726,0.001424188,0.002701498,0.001085606,0.000859613,0.000776503,3.61E-05,0.000111056,0.000126874,6.17E-05,0.000130694,0.000137984,1.55E-05,5.05E-05,0.000653657,2.09E-05,3.03E-05,0.000199648,7.22E-05,7.45E-05,0.057478041,-2.26E-06,-7.29962E-05
0.727,0.001347103,0.002670877,0.001048185,0.000847798,0.00075261,-4.22E-06,0.000185752,7.90E-05,-3.22E-05,0.000106357,0.000122435,-1.65E-05,-1.23E-05,0.000636752,5.34E-05,3.08E-05,0.000202666,5.10E-05,9.32E-05,0.058601749,-1.36E-05,-5.56554E-05
0.728,0.001347948,0.002584461,0.000986866,0.000842545,0.000683132,-2.37E-06,5.54E-05,6.73E-05,-4.40E-05,0.000144176,0.000114359,2.89E-05,-5.53E-05,0.000619248,7.39E-05,6.14E-05,0.000207541,4.39E-05,6.69E-05,0.059162399,-2.27E-06,-3.84338E-05
0.729,0.001332018,0.002527074,0.000975695,0.000857946,0.000710134,1.08E-05,1.03E-05,-2.36E-06,1.49E-05,0.000155387,6.79E-05,1.18E-05,2.50E-05,0.000596454,0.000120546,5.16E-05,0.000185022,4.36E-05,8.37E-05,0.059135351,2.28E-06,-6.65736E-05
0.73,0.001318305,0.002449874,0.001003043,0.000822543,0.000699073,-1.87E-06,0.000133361,6.56E-05,3.81E-05,7.87E-05,7.62E-05,2.87E-05,0.000189408,0.000575981,8.32E-05,5.15E-05,0.000188737,0.000108806,7.65E-05,0.0587014,1.14E-05,-3.51752E-05
0.731,0.001307294,0.002373406,0.0009898,0.000751221,0.000654153,-2.51E-05,0.000229335,0.000111056,7.52E-05,4.35E-05,0.000169559,2.63E-05,0.000116253,0.000560213,0.000108592,2.70E-05,0.000161575,8.93E-05,6.58E-05,0.058361898,-2.29E-06,-5.63584E-05
0.732,0.001253901,0.002297667,0.000965041,0.00076274,0.000686861,-1.59E-05,0.000193028,0.000185752,0.00012082,0.000143406,0.000116128,7.07E-05,1.61E-05,0.000553106,4.69E-05,-8.31E-06,0.000169933,6.96E-05,5.20E-05,0.057292315,1.61E-05,-2.82634E-05
0.733,0.001231641,0.00222364,0.000950025,0.000750722,0.000698758,2.80E-05,7.44E-05,5.54E-05,5.68E-05,3.51E-05,7.47E-05,7.14E-05,3.69E-05,0.000535075,1.69E-05,4.15E-05,0.000150432,6.79E-05,7.15E-05,0.055721044,-1.38E-05,-2.12865E-05
0.734,0.001135946,0.002171982,0.000905996,0.000701895,0.000630521,1.75E-06,-1.83E-05,1.03E-05,4.52E-05,4.99E-05,8.42E-05,8.00E-05,6.22E-05,0.000515797,-2.21E-06,3.83E-05,0.000163897,7.59E-05,9.85E-05,0.053892348,-4.62E-06,-2.49023E-05
0.735,0.001043994,0.002088256,0.000847556,0.000694369,0.000660321,-1.07E-05,8.66E-05,0.000133361,0.000115537,9.17E-05,0.0001479,2.49E-05,8.66E-05,0.000505237,-7.45E-06,2.17E-05,0.000169933,4.28E-05,8.20E-05,0.051569432,-1.39E-05,-5.70394E-05
0.736,0.00115227,0.002057899,0.000795337,0.000640585,0.000630993,2.20E-05,0.000133278,0.000229335,0.00010339,7.39E-05,0.000177854,2.26E-05,6.47E-05,0.000491642,4.96E-05,1.38E-05,0.000143932,3.42E-05,2.50E-05,0.048771978,-8.44E-14,-5.37027E-05
0.737,0.001059961,0.001979202,0.000821945,0.000664843,0.000629667,6.21E-06,0.000196331,0.000193028,6.80E-05,6.48E-05,9.20E-05,6.34E-05,-5.40E-05,0.000471445,0.000112056,7.65E-05,0.000147182,6.25E-05,6.18E-05,0.046131281,7.01E-06,-4.31898E-05
0.738,0.001003588,0.001948143,0.000835423,0.000647462,0.000640387,-2.59E-05,0.000240329,7.44E-05,6.88E-05,8.10E-05,0.000114926,8.75E-05,6.64E-05,0.000457289,7.13E-05,7.82E-05,0.000126057,5.79E-05,0.000129391,0.043219438,2.34E-06,-3.24896E-05
0.739,0.000966212,0.00186006,0.000834925,0.000637487,0.000601598,-9.63E-06,0.000191557,-1.83E-05,4.86E-05,8.62E-05,0.000137541,8.69E-05,2.98E-06,0.000447738,2.85E-07,4.40E-05,0.000149736,9.49E-05,0.000138387,0.040054287,2.12E-05,-2.17452E-05
0.74,0.000954328,0.001811819,0.000794973,0.000609868,0.000561911,-1.82E-05,7.13E-05,8.66E-05,0.000152468,9.93E-05,0.000130603,3.24E-05,4.25E-05,0.000441501,3.01E-05,1.60E-05,0.00014695,8.57E-05,4.45E-05,0.036865779,9.45E-06,-4E-05
0.741,0.000922241,0.001766681,0.000786753,0.000618592,0.000540189,2.29E-05,0.000137006,0.000133278,0.000126874,-5.30E-06,0.000106283,5.61E-05,-0.000190902,0.000425662,-3.63E-06,1.54E-05,0.000113985,6.58E-05,3.40E-05,0.033691157,3.80E-05,-1.46203E-05
0.742,0.000983002,0.001710123,0.000732106,0.000617618,0.000509607,3.93E-05,0.000173952,0.000196331,7.90E-05,0.000155066,0.000144076,9.98E-05,-0.000117498,0.000412521,9.74E-06,2.96E-05,0.000117699,7.69E-05,9.57E-05,0.030624051,4.05E-05,-2.93734E-05
0.743,0.000889978,0.001660469,0.000711035,0.000637847,0.000508902,3.71E-05,0.00014676,0.000240329,6.73E-05,0.000121441,0.000155279,0.000120059,7.91E-05,0.000403542,4.01E-05,6.05E-05,0.000109806,6.19E-05,9.67E-05,0.02764737,9.58E-06,-5.90138E-05
0.744,0.000809843,0.001596842,0.000732872,0.000584809,0.000498317,5.70E-05,0.000156141,0.000191557,-2.36E-06,1.25E-05,7.86E-05,6.71E-05,9.82E-05,0.000389997,3.34E-05,5.11E-05,0.00011886,0.000113214,0.00014154,0.024563342,5.54E-05,1.11196E-05
0.745,0.000799881,0.001538881,0.000708152,0.000539848,0.000514285,1.65E-06,0.000203108,7.13E-05,6.56E-05,4.51E-05,4.35E-05,5.36E-05,6.46E-05,0.000377137,5.08E-05,3.80E-05,0.000113753,5.42E-05,0.000109552,0.021762252,4.84E-05,-3.7241E-05
0.746,0.000751731,0.001528845,0.000677251,0.000529227,0.000473619,-7.38E-06,0.000233875,0.000137006,0.000111056,5.94E-05,0.000143307,6.58E-05,1.29E-05,0.000363534,5.20E-05,3.62E-05,0.000113288,1.38E-05,2.46E-05,0.019277109,4.86E-05,-1.86987E-05
0.747,0.000786575,0.001461666,0.000659013,0.000559494,0.000435555,4.62E-05,0.000157289,0.000173952,0.000185752,8.84E-06,3.51E-05,0.000107448,6.81E-06,0.00035364,5.69E-06,5.98E-05,0.00011561,2.60E-05,-7.47E-06,0.017091634,5.12E-05,-3.37697E-05
0.748,0.000742892,0.001423641,0.000630988,0.000560758,0.000419444,5.45E-05,7.62E-05,0.00014676,5.54E-05,2.00E-06,4.99E-05,0.00012549,-7.31E-05,0.000346191,-5.62E-05,2.00E-05,8.38E-05,5.40E-05,-2.00E-05,0.014918817,5.89E-05,-2.26721E-05
0.749,0.000741604,0.001361555,0.000628442,0.000600643,0.000430851,1.68E-05,0.000123936,0.000156141,1.03E-05,2.00E-06,9.17E-05,0.000109611,-1.22E-05,0.000337302,2.92E-05,3.08E-05,9.19E-05,6.55E-05,6.85E-05,0.013069866,7.40E-05,-1.89899E-05
0.75,0.000742299,0.001312527,0.000593988,0.000554889,0.000479863,3.81E-05,0.000120383,0.000203108,0.000133361,2.92E-05,7.38E-05,7.26E-05,-0.000116402,0.000326129,6.93E-05,7.05E-05,7.85E-05,8.81E-05,0.00012055,0.011547288,6.18E-05,-3.80644E-05
0.751,0.000807925,0.001289184,0.000587526,0.000455462,0.000453423,3.74E-05,0.000167568,0.000233875,0.000229335,6.57E-05,6.47E-05,8.42E-05,-4.09E-05,0.000315709,4.99E-05,5.53E-05,6.92E-05,7.98E-05,4.79E-05,0.010167365,5.73E-05,-2.68392E-05
0.752,0.000750139,0.001246422,0.000584523,0.00051609,0.000476702,3.47E-05,0.000230015,0.000157289,0.000193028,7.47E-05,8.10E-05,5.97E-05,3.59E-06,0.000307938,6.01E-05,7.15E-05,6.31E-05,6.49E-05,4.98E-05,0.008794212,7.26E-05,-4.24216E-05
0.753,0.000683235,0.001217654,0.000559517,0.000561046,0.000478205,3.94E-05,0.000159542,7.62E-05,7.44E-05,0.000110484,8.62E-05,9.59E-05,-2.18E-05,0.000298676,7.87E-05,6.99E-05,9.36E-05,8.84E-05,9.69E-05,0.007647629,7.55E-05,-1.93678E-05
0.754,0.000614236,0.001170672,0.000585926,0.000527426,0.000488517,4.61E-05,0.000176879,0.000123936,-1.83E-05,4.40E-05,9.92E-05,0.000111557,-8.95E-05,0.00029229,5.69E-05,4.85E-05,5.22E-05,7.79E-05,6.23E-05,0.00670775,9.84E-05,-3.88459E-06
0.755,0.000541107,0.001149001,0.000574267,0.00045839,0.000438715,4.72E-05,0.000140309,0.000120383,8.66E-05,-2.29E-05,-5.29E-06,7.39E-05,-0.000207848,0.000284863,1.81E-05,2.60E-05,8.82E-05,5.00E-05,2.83E-06,0.005875285,7.88E-05,-3.52369E-05
0.756,0.000593117,0.001114962,0.000536226,0.000457865,0.000382636,1.95E-05,0.000177801,0.000167568,0.000133278,-3.13E-05,0.000154958,6.06E-05,6.86E-05,0.000274255,-1.68E-05,4.35E-05,8.06E-05,7.70E-05,6.21E-05,0.005158717,0.000117298,-3.53372E-05
0.757,0.000574908,0.001099119,0.000529204,0.000493002,0.000375302,4.03E-05,6.89E-05,0.000230015,0.000196331,1.06E-05,0.000121357,9.24E-05,7.45E-05,0.000266304,5.74E-05,4.70E-05,9.05E-05,3.50E-05,0.000102084,0.004565527,0.000102538,-3.94713E-05
0.758,0.000536034,0.001053333,0.000514226,0.000516842,0.000333802,6.81E-05,9.50E-05,0.000159542,0.000240329,2.71E-05,1.25E-05,0.00011651,5.00E-05,0.000257186,6.82E-05,2.67E-05,6.76E-05,4.50E-05,9.66E-05,0.003989528,9.07E-05,-3.98855E-05
0.759,0.000557016,0.001006426,0.000483694,0.000433123,0.000369792,6.79E-05,0.000119858,0.000176879,0.000191557,5.36E-05,4.50E-05,5.77E-05,0.000140473,0.000251838,6.86E-05,2.20E-05,7.24E-05,2.44E-05,4.17E-05,0.003485194,0.000109581,8.03469E-06
0.76,0.000592106,0.00099039,0.000402877,0.000464191,0.000285876,9.06E-05,0.000151231,0.000140309,7.13E-05,8.61E-05,5.94E-05,7.45E-05,2.17E-05,0.000244513,1.07E-05,3.84E-05,8.94E-05,1.94E-05,2.88E-05,0.003055213,0.000186317,4.04062E-06
0.761,0.000523406,0.000955401,0.000430335,0.000474696,0.000341479,8.20E-05,0.000134153,0.000177801,0.000137006,4.05E-05,8.84E-06,9.18E-05,0.000117706,0.000235687,2.22E-05,0.000102731,5.29E-05,0.000105237,7.74E-05,0.002802577,0.000145275,-4.0671E-05
0.762,0.000550531,0.000938632,0.00048557,0.000491064,0.00032193,6.58E-05,0.000218465,6.89E-05,0.000173952,3.22E-05,2.00E-06,7.37E-05,9.55E-05,0.000229641,-1.01E-05,7.92E-05,3.83E-05,0.00012991,5.98E-05,0.002492945,0.000186285,-4.09764E-05
